iter	Logloss
407	0.1392436522
408	0.1389980198
409	0.1389810463
410	0.1387639764
411	0.1386592125
412	0.1385807609
413	0.1384872861
414	0.1382465374
415	0.1381674003
416	0.1380816749
417	0.138036333
418	0.1380070055
419	0.1379292101
420	0.1378623109
421	0.1378227904
422	0.1375826465
423	0.1374374675
424	0.1371372205
425	0.1371142609
426	0.1370510554
427	0.1367148052
428	0.1366508982
429	0.1365830823
430	0.1365520542
431	0.1364706207
432	0.1364134125
433	0.1363559105
434	0.1362459982
435	0.1361923026
436	0.1359566859
437	0.1357700525
438	0.1357018287
439	0.1355501138
440	0.1354194237
441	0.1352590842
442	0.1349850226
443	0.1346507005
444	0.1345523827
445	0.1344104052
446	0.1343368938
447	0.1342495821
448	0.1341967201
449	0.1341276645
450	0.1340141292
451	0.1339633026
452	0.1338340575
453	0.1337517118
454	0.1335874468
455	0.1334556704
456	0.1333420299
457	0.1332066697
458	0.1330908413
459	0.1329520195
460	0.1328479201
461	0.1327972489
462	0.1324823787
463	0.1323440427
464	0.1322780033
465	0.1321457562
466	0.1320354846
467	0.1319459689
468	0.1317973164
469	0.1316704779
470	0.1314569845
471	0.1313648046
472	0.1313180597
473	0.1311185589
474	0.1310446601
475	0.1309302319
476	0.1307249224
477	0.1306028938
478	0.1304707717
479	0.1304037961
480	0.130369471
481	0.1303525017
482	0.1302636
483	0.1301143467
484	0.1299718309
485	0.1298956184
486	0.1297375845
487	0.1295271964
488	0.1294627772
489	0.1294352539
490	0.1294242268
491	0.1293803858
492	0.1292232865
493	0.1291686879
494	0.1290986967
495	0.1289172891
496	0.1288929331
497	0.1287733116
498	0.1287121194
499	0.12863115
500	0.1285334272
501	0.1283479808
502	0.128203962
503	0.1280754383
504	0.1278650721
505	0.127699295
506	0.1276069004
507	0.1275619653
508	0.1274093949
509	0.1272708613
510	0.1271309887
511	0.1270756474
512	0.1270224696
513	0.1269165071
514	0.1267412144
515	0.1266490658
516	0.1264877121
517	0.126457675
518	0.1263053866
519	0.1261335704
520	0.1259012036
521	0.1256989966
522	0.1255755585
523	0.1255402417
524	0.1254213903
525	0.1251206936
526	0.1249756863
527	0.1248647965
528	0.1248417722
529	0.1247760875
530	0.1247513228
531	0.1245878731
532	0.1245353197
533	0.1245148928
534	0.1244846248
535	0.1243512014
536	0.1242781119
537	0.1242061603
538	0.123960752
539	0.1238115064
540	0.1236464589
541	0.1235081907
542	0.1234542309
543	0.1233507346
544	0.1233394848
545	0.1232126613
546	0.1230982872
547	0.1230124185
548	0.1228235592
549	0.1227461629
550	0.1227012441
551	0.1226727616
552	0.1226054373
553	0.1225456205
554	0.1223598786
555	0.1223247921
556	0.1222685749
557	0.1222086728
558	0.1221441885
559	0.1220938231
560	0.1220448504
561	0.1219899864
562	0.1219432381
563	0.1218505337
564	0.1218026658
565	0.1217510371
566	0.1216842254
567	0.1214645811
568	0.1213939159
569	0.121370576
570	0.1213215857
571	0.1212075021
572	0.1211567059
573	0.1210445724
574	0.1210004457
575	0.1209169599
576	0.1208176407
577	0.1207932188
578	0.1207155354
579	0.1205635924
580	0.1204367778
581	0.1203248179
582	0.1201225207
583	0.1200921344
584	0.1199542671
585	0.119811899
586	0.11966602
587	0.119539126
588	0.1194562779
589	0.1193223105
590	0.1192837684
591	0.1192321531
592	0.1190961368
593	0.1190697437
594	0.1189125296
595	0.1188732985
596	0.1186969465
597	0.1186290356
598	0.1185963339
599	0.1185154623
600	0.1184330295
601	0.1183622547
602	0.1183262411
603	0.1182399894
604	0.1181819532
605	0.1180742261
606	0.11793634
607	0.1178754514
608	0.1177606944
609	0.117714767
610	0.117657552
611	0.1175918271
612	0.1175128659
613	0.1174816814
614	0.1174644916
615	0.1173305926
616	0.1172480886
617	0.1171283086
618	0.1170086492
619	0.1169646542
620	0.1168490034
621	0.1168023966
622	0.1167148894
623	0.1166441085
624	0.1165615413
625	0.1164604211
626	0.1163278485
627	0.1162938069
628	0.1161532169
629	0.1161064851
630	0.1160929382
631	0.1159207274
632	0.1158697656
633	0.1158422943
634	0.1156925154
635	0.1156525209
636	0.1155163874
637	0.115490567
638	0.1153485186
639	0.1151887215
640	0.1150663043
641	0.1150428098
642	0.1150017165
643	0.1149196553
644	0.1147899902
645	0.1147167036
646	0.1146313519
647	0.1146209351
648	0.1145991532
649	0.1144800985
650	0.1144681589
651	0.1144180646
652	0.1143712058
653	0.1142797863
654	0.114051725
655	0.1140083629
656	0.1139599253
657	0.1137496452
658	0.1137013557
659	0.1134346629
660	0.113385695
661	0.1133597726
662	0.1132767892
663	0.1131174232
664	0.1130650757
665	0.1130147264
666	0.1128833316
667	0.1127620343
668	0.1126496098
669	0.1125817403
670	0.1125102657
671	0.1124907317
672	0.1122554402
673	0.1122393569
674	0.1121326558
675	0.1120860061
676	0.1120657785
677	0.1120195862
678	0.1119691114
679	0.1119447798
680	0.1119096521
681	0.1118227264
682	0.1118022784
683	0.1116352877
684	0.1115837018
685	0.1115030478
686	0.1114363902
687	0.1114098041
688	0.1112812762
689	0.1112414557
690	0.1112226953
691	0.1110649278
692	0.1109524215
693	0.1109021358
694	0.1108604041
695	0.1107260188
696	0.1107059555
697	0.110659218
698	0.1105924393
699	0.1104906256
700	0.1104650875
701	0.1102796544
702	0.1102193343
703	0.1101172423
704	0.1100984019
705	0.1099923076
706	0.1099063792
707	0.1098402141
708	0.1096166027
709	0.1094469707
710	0.1092443686
711	0.1091498331
712	0.1090326265
713	0.1089619805
714	0.1088324685
715	0.1088135096
716	0.1087564917
717	0.108733627
718	0.1086962724
719	0.1085794624
720	0.1085633012
721	0.1083868489
722	0.1083466164
723	0.1082805138
724	0.1082512025
725	0.1081641167
726	0.108039807
727	0.1079282321
728	0.1078756875
729	0.107773144
730	0.1077159915
731	0.1076688477
732	0.1076323646
733	0.1075930972
734	0.107575312
735	0.1075503151
736	0.1075195035
737	0.1074950004
738	0.1074912281
739	0.1074571937
740	0.1074457827
741	0.1074186564
742	0.1073816516
743	0.1073098463
744	0.1071055311
745	0.1068530085
746	0.1068407697
747	0.106820322
748	0.1067964857
749	0.1065235146
750	0.1063801832
751	0.1062952933
752	0.106183204
753	0.1061368061
754	0.1059114417
755	0.1058947272
756	0.1058861372
757	0.105823592
758	0.1058083629
759	0.1057160835
760	0.1056385154
761	0.1054997084
762	0.10542249
763	0.105380372
764	0.1053255081
765	0.1051436599
766	0.1049723468
767	0.1049532751
768	0.1047737099
769	0.1047519952
770	0.1047089046
771	0.1045515174
772	0.1045111045
773	0.1044668682
774	0.104372883
775	0.1043499707
776	0.1042607059
777	0.1042491305
778	0.1041781025
779	0.1041437552
780	0.1040668697
781	0.1040373165
782	0.1040019897
783	0.1039774132
784	0.1039339261
785	0.103921257
786	0.1039100162
787	0.1038927458
788	0.1037990123
789	0.1037874969
790	0.103775424
791	0.1037461753
792	0.1037118375
793	0.1036650009
794	0.103649408
795	0.1036253015
796	0.1036098323
797	0.1035861775
798	0.1035754939
799	0.1034982897
800	0.1032930837
801	0.103258986
802	0.1031804545
803	0.1030408099
804	0.1028276628
805	0.10276599
806	0.1026561838
807	0.1026163791
808	0.1025023715
809	0.1023517247
810	0.1023236537
811	0.1022963646
812	0.1021217826
813	0.1020459273
814	0.1020013793
815	0.1018622394
816	0.1017913209
817	0.1015965542
818	0.1015743243
819	0.1015076912
820	0.1014938989
821	0.1013409669
822	0.1013009494
823	0.1010985749
824	0.1009397893
825	0.1009161623
826	0.1008970542
827	0.1007592825
828	0.1007392851
829	0.1007211736
830	0.1006830901
831	0.1004831672
832	0.1003593431
833	0.1003451637
834	0.1003246692
835	0.1002169175
836	0.1001908123
837	0.1000548718
838	0.1000417016
839	0.1000386779
840	0.0999725643
841	0.09985089912
842	0.09979348186
843	0.09973479203
844	0.09969581975
845	0.09965489328
846	0.09957402778
847	0.09945253783
848	0.09942507578
849	0.0994073994
850	0.0993886193
851	0.0993706886
852	0.09910831859
853	0.09907806394
854	0.09905703293
855	0.09893893576
856	0.09874643949
857	0.09872878453
858	0.09869924897
859	0.0986816208
860	0.09851085702
861	0.09848495797
862	0.09833102733
863	0.09829947247
864	0.09828253823
865	0.09823273143
866	0.09815879928
867	0.09800201743
868	0.09794762862
869	0.09793838491
870	0.09792348972
871	0.09781494382
872	0.09779924991
873	0.09756398867
874	0.09754645023
875	0.09752776308
876	0.09747766921
877	0.09737225263
878	0.09734323427
879	0.09732397856
880	0.09725282729
881	0.09722820152
882	0.09720564957
883	0.09703999938
884	0.0969986649
885	0.09698562467
886	0.09696602598
887	0.09680318513
888	0.09678787757
889	0.09667077135
890	0.0966150327
891	0.09658698448
892	0.09657564382
893	0.09655565267
894	0.09652425119
895	0.09647874455
896	0.09636233803
897	0.09633616245
898	0.09631767491
899	0.09629071771
900	0.09613025583
901	0.09603535772
902	0.09601254565
903	0.09599429122
904	0.09597716992
905	0.09593208246
906	0.09590576056
907	0.09585385232
908	0.09582407471
909	0.09580712543
910	0.09579231249
911	0.09567863043
912	0.09564848797
913	0.09552995115
914	0.09551887735
915	0.09536457686
916	0.09534842261
917	0.09532681384
918	0.09530130678
919	0.09527384965
920	0.09520941025
921	0.09519581752
922	0.0950974215
923	0.09508286136
924	0.09506621677
925	0.09503367824
926	0.09497130371
927	0.09495723022
928	0.09493817066
929	0.09480064342
930	0.09477886559
931	0.09476651803
932	0.09474027432
933	0.09470863665
934	0.09461713638
935	0.094592546
936	0.09457592017
937	0.09456170712
938	0.09444828078
939	0.09438741473
940	0.094376129
941	0.09429316194
942	0.09412895771
943	0.09410734865
944	0.09407408968
945	0.09395010885
946	0.09392817504
947	0.09391191763
948	0.09386889264
949	0.09385804315
950	0.09384374662
951	0.09383322273
952	0.0938161084
953	0.09380230963
954	0.09376638987
955	0.09362926449
956	0.09361342755
957	0.09359755249
958	0.09356937782
959	0.09354432547
960	0.09349926208
961	0.09348698545
962	0.09346956941
963	0.0934458811
964	0.09343562587
965	0.09341173397
966	0.09340067488
967	0.0933903071
968	0.09338220881
969	0.09336966022
970	0.09328378504
971	0.09326832905
972	0.09324835263
973	0.0931170405
974	0.09309210171
975	0.09307765165
976	0.09293306723
977	0.09292541881
978	0.09278961496
979	0.09277846343
980	0.09276217761
981	0.09271243927
982	0.09260528568
983	0.09256583084
984	0.09238049998
985	0.09236950067
986	0.09228522436
987	0.09212590923
988	0.09210178231
989	0.09207793922
990	0.09206282297
991	0.09204036805
992	0.09201646562
993	0.09200954547
994	0.09199349085
995	0.09194385509
996	0.09192095937
997	0.09182602439
998	0.0917370574
999	0.09172299815
